"","X","N_TraitValue","ResDensity","ID","N_quad","N_cubic","N_Holling2","N_HollingGen","AIC_quad","AIC_cubic","AIC_Holling2","AIC_HollingGen","BIC_quad","BIC_cubic","BIC_Holling2","BIC_HollingGen","R2_quad","R2_cubic","R2_Holling2","R2_HollingGen"
"35",35,0.000759259,140.338,39838,0.000763899248703369,0.000763032808065951,0.00076340925321193,0.000763619834871585,-201.404303377441,-199.546383211509,-203.459533559537,-201.471536892345,-200.193963005465,-198.033457746538,-202.551778280555,-200.261196520368,0.999441156637959,0.999449040535407,0.99944423463229,0.999444901335744
"36",36,0.000851852,160.232,39838,0.000856675889583213,0.000855700185567472,0.000856053891462608,0.000856179638447726,-201.404303377441,-199.546383211509,-203.459533559537,-201.471536892345,-200.193963005465,-198.033457746538,-202.551778280555,-200.261196520368,0.999441156637959,0.999449040535407,0.99944423463229,0.999444901335744
"37",37,0.000944444,180.447,39838,0.000947160311993463,0.000946777131054555,0.000946862503453575,0.000946825878126246,-201.404303377441,-199.546383211509,-203.459533559537,-201.471536892345,-200.193963005465,-198.033457746538,-202.551778280555,-200.261196520368,0.999441156637959,0.999449040535407,0.99944423463229,0.999444901335744
"38",38,0.001037037,200.335,39838,0.00103245368352544,0.00103362121844737,0.00103309608764361,0.00103282751700019,-201.404303377441,-199.546383211509,-203.459533559537,-201.471536892345,-200.193963005465,-198.033457746538,-202.551778280555,-200.261196520368,0.999441156637959,0.999449040535407,0.99944423463229,0.999444901335744
"39",39,0.000123763,19.9323,39839,0.000137228156029766,0.000126415873115126,9.66472931874756e-05,0.000132282796372755,-190.766749996257,-194.139299947653,-182.486924169099,-194.185809572333,-189.556409624281,-192.626374482682,-181.579168890117,-192.975469200357,0.995162936628806,0.997173461551354,0.986478373348829,0.996563677573421
"40",40,0.000209748,40.1737,39839,0.000201282403031007,0.000204969852545052,0.000184368291994962,0.00020515789757934,-190.766749996257,-194.139299947653,-182.486924169099,-194.185809572333,-189.556409624281,-192.626374482682,-181.579168890117,-192.975469200357,0.995162936628806,0.997173461551354,0.986478373348829,0.996563677573421
"41",41,0.000276806,60.0883,39839,0.000263036612423131,0.000272040509329123,0.000261968144323495,0.000267666924514603,-190.766749996257,-194.139299947653,-182.486924169099,-194.185809572333,-189.556409624281,-192.626374482682,-181.579168890117,-192.975469200357,0.995162936628806,0.997173461551354,0.986478373348829,0.996563677573421
"42",42,0.00031558,80.3182,39839,0.000324483004448437,0.000332409819981056,0.000333232429924361,0.00032712253396956,-190.766749996257,-194.139299947653,-182.486924169099,-194.185809572333,-189.556409624281,-192.626374482682,-181.579168890117,-192.975469200357,0.995162936628806,0.997173461551354,0.986478373348829,0.996563677573421
"43",43,0.00040158,100.219,39839,0.000383665587235637,0.000386715447989337,0.0003969179750558,0.000383673908129947,-190.766749996257,-194.139299947653,-182.486924169099,-194.185809572333,-189.556409624281,-192.626374482682,-181.579168890117,-192.975469200357,0.995162936628806,0.997173461551354,0.986478373348829,0.996563677573421
"44",44,0.000430828,120.123,39839,0.000441603551953971,0.000438520636674958,0.000455079918108226,0.000439386270110414,-190.766749996257,-194.139299947653,-182.486924169099,-194.185809572333,-189.556409624281,-192.626374482682,-181.579168890117,-192.975469200357,0.995162936628806,0.997173461551354,0.986478373348829,0.996563677573421
"45",45,0.000497931,140.338,39839,0.000499163012819837,0.000491157971765738,0.000509196689112838,0.000495787024060456,-190.766749996257,-194.139299947653,-182.486924169099,-194.185809572333,-189.556409624281,-192.626374482682,-181.579168890117,-192.975469200357,0.995162936628806,0.997173461551354,0.986478373348829,0.996563677573421
"46",46,0.000536659,160.232,39839,0.000554545385838282,0.000545530900123866,0.000558167096902223,0.000551585988604097,-190.766749996257,-194.139299947653,-182.486924169099,-194.185809572333,-189.556409624281,-192.626374482682,-181.579168890117,-192.975469200357,0.995162936628806,0.997173461551354,0.986478373348829,0.996563677573421
"47",47,0.000613194,180.447,39839,0.000609537917590077,0.000605997759662998,0.00060407829540005,0.000608952667606124,-190.766749996257,-194.139299947653,-182.486924169099,-194.185809572333,-189.556409624281,-192.626374482682,-181.579168890117,-192.975469200357,0.995162936628806,0.997173461551354,0.986478373348829,0.996563677573421
"48",48,0.000670835,200.335,39839,0.000662378370065745,0.000673165228057133,0.000645882267396968,0.000666343322817595,-190.766749996257,-194.139299947653,-182.486924169099,-194.185809572333,-189.556409624281,-192.626374482682,-181.579168890117,-192.975469200357,0.995162936628806,0.997173461551354,0.986478373348829,0.996563677573421
"49",49,0.287328,0.25,39840,0.19081364592399,0.220580644868715,NA,NA,-12.0763229797263,-10.7539452897457,NA,NA,-5.74224722590186,-2.83635059746515,NA,NA,0.404504426096685,0.41560851208978,NA,NA
"50",50,0.164562,0.25,39840,0.19081364592399,0.220580644868715,NA,NA,-12.0763229797263,-10.7539452897457,NA,NA,-5.74224722590186,-2.83635059746515,NA,NA,0.404504426096685,0.41560851208978,NA,NA
"51",51,0.186344,0.25,39840,0.19081364592399,0.220580644868715,NA,NA,-12.0763229797263,-10.7539452897457,NA,NA,-5.74224722590186,-2.83635059746515,NA,NA,0.404504426096685,0.41560851208978,NA,NA
"52",52,0.233869,0.25,39840,0.19081364592399,0.220580644868715,NA,NA,-12.0763229797263,-10.7539452897457,NA,NA,-5.74224722590186,-2.83635059746515,NA,NA,0.404504426096685,0.41560851208978,NA,NA
"53",53,0.0578243,0.5,39840,0.232609121161624,0.237488976320885,NA,NA,-12.0763229797263,-10.7539452897457,NA,NA,-5.74224722590186,-2.83635059746515,NA,NA,0.404504426096685,0.41560851208978,NA,NA
"54",54,0.117231,0.5,39840,0.232609121161624,0.237488976320885,NA,NA,-12.0763229797263,-10.7539452897457,NA,NA,-5.74224722590186,-2.83635059746515,NA,NA,0.404504426096685,0.41560851208978,NA,NA
"55",55,0.214261,0.5,39840,0.232609121161624,0.237488976320885,NA,NA,-12.0763229797263,-10.7539452897457,NA,NA,-5.74224722590186,-2.83635059746515,NA,NA,0.404504426096685,0.41560851208978,NA,NA
"56",56,0.259806,0.5,39840,0.232609121161624,0.237488976320885,NA,NA,-12.0763229797263,-10.7539452897457,NA,NA,-5.74224722590186,-2.83635059746515,NA,NA,0.404504426096685,0.41560851208978,NA,NA
"57",57,0.319212,0.5,39840,0.232609121161624,0.237488976320885,NA,NA,-12.0763229797263,-10.7539452897457,NA,NA,-5.74224722590186,-2.83635059746515,NA,NA,0.404504426096685,0.41560851208978,NA,NA
"58",58,0.335054,0.5,39840,0.232609121161624,0.237488976320885,NA,NA,-12.0763229797263,-10.7539452897457,NA,NA,-5.74224722590186,-2.83635059746515,NA,NA,0.404504426096685,0.41560851208978,NA,NA
"59",59,0.139408,1,39840,0.309911702782061,0.28712264875845,NA,NA,-12.0763229797263,-10.7539452897457,NA,NA,-5.74224722590186,-2.83635059746515,NA,NA,0.404504426096685,0.41560851208978,NA,NA
"60",60,0.202774,1,39840,0.309911702782061,0.28712264875845,NA,NA,-12.0763229797263,-10.7539452897457,NA,NA,-5.74224722590186,-2.83635059746515,NA,NA,0.404504426096685,0.41560851208978,NA,NA
"61",61,0.25624,1,39840,0.309911702782061,0.28712264875845,NA,NA,-12.0763229797263,-10.7539452897457,NA,NA,-5.74224722590186,-2.83635059746515,NA,NA,0.404504426096685,0.41560851208978,NA,NA
"62",62,0.34931,1,39840,0.309911702782061,0.28712264875845,NA,NA,-12.0763229797263,-10.7539452897457,NA,NA,-5.74224722590186,-2.83635059746515,NA,NA,0.404504426096685,0.41560851208978,NA,NA
"63",63,0.418618,1,39840,0.309911702782061,0.28712264875845,NA,NA,-12.0763229797263,-10.7539452897457,NA,NA,-5.74224722590186,-2.83635059746515,NA,NA,0.404504426096685,0.41560851208978,NA,NA
"64",64,0.588916,1,39840,0.309911702782061,0.28712264875845,NA,NA,-12.0763229797263,-10.7539452897457,NA,NA,-5.74224722590186,-2.83635059746515,NA,NA,0.404504426096685,0.41560851208978,NA,NA
"65",65,0.321591,1,39840,0.309911702782061,0.28712264875845,NA,NA,-12.0763229797263,-10.7539452897457,NA,NA,-5.74224722590186,-2.83635059746515,NA,NA,0.404504426096685,0.41560851208978,NA,NA
"66",66,0.359606,1.5,39840,0.37882979259606,0.351460937013033,NA,NA,-12.0763229797263,-10.7539452897457,NA,NA,-5.74224722590186,-2.83635059746515,NA,NA,0.404504426096685,0.41560851208978,NA,NA
"67",67,0.152082,2,39840,0.43936339060362,0.422842164811898,NA,NA,-12.0763229797263,-10.7539452897457,NA,NA,-5.74224722590186,-2.83635059746515,NA,NA,0.404504426096685,0.41560851208978,NA,NA
"68",68,0.197627,2,39840,0.43936339060362,0.422842164811898,NA,NA,-12.0763229797263,-10.7539452897457,NA,NA,-5.74224722590186,-2.83635059746515,NA,NA,0.404504426096685,0.41560851208978,NA,NA
"69",69,0.571887,2,39840,0.43936339060362,0.422842164811898,NA,NA,-12.0763229797263,-10.7539452897457,NA,NA,-5.74224722590186,-2.83635059746515,NA,NA,0.404504426096685,0.41560851208978,NA,NA
"70",70,0.629313,2,39840,0.43936339060362,0.422842164811898,NA,NA,-12.0763229797263,-10.7539452897457,NA,NA,-5.74224722590186,-2.83635059746515,NA,NA,0.404504426096685,0.41560851208978,NA,NA
"71",71,0.253076,2,39840,0.43936339060362,0.422842164811898,NA,NA,-12.0763229797263,-10.7539452897457,NA,NA,-5.74224722590186,-2.83635059746515,NA,NA,0.404504426096685,0.41560851208978,NA,NA
"72",72,0.528333,2,39840,0.43936339060362,0.422842164811898,NA,NA,-12.0763229797263,-10.7539452897457,NA,NA,-5.74224722590186,-2.83635059746515,NA,NA,0.404504426096685,0.41560851208978,NA,NA
"73",73,0.33109,3,39840,0.535277111199425,0.556086733951525,NA,NA,-12.0763229797263,-10.7539452897457,NA,NA,-5.74224722590186,-2.83635059746515,NA,NA,0.404504426096685,0.41560851208978,NA,NA
"74",74,0.382576,3,39840,0.535277111199425,0.556086733951525,NA,NA,-12.0763229797263,-10.7539452897457,NA,NA,-5.74224722590186,-2.83635059746515,NA,NA,0.404504426096685,0.41560851208978,NA,NA
"75",75,0.42416,3,39840,0.535277111199425,0.556086733951525,NA,NA,-12.0763229797263,-10.7539452897457,NA,NA,-5.74224722590186,-2.83635059746515,NA,NA,0.404504426096685,0.41560851208978,NA,NA
"76",76,1.11129,3,39840,0.535277111199425,0.556086733951525,NA,NA,-12.0763229797263,-10.7539452897457,NA,NA,-5.74224722590186,-2.83635059746515,NA,NA,0.404504426096685,0.41560851208978,NA,NA
"77",77,0.46257,4,39840,0.597652864569474,0.625562945995434,NA,NA,-12.0763229797263,-10.7539452897457,NA,NA,-5.74224722590186,-2.83635059746515,NA,NA,0.404504426096685,0.41560851208978,NA,NA
"78",78,0.426929,4,39840,0.597652864569474,0.625562945995434,NA,NA,-12.0763229797263,-10.7539452897457,NA,NA,-5.74224722590186,-2.83635059746515,NA,NA,0.404504426096685,0.41560851208978,NA,NA
"79",79,0.58337,4,39840,0.597652864569474,0.625562945995434,NA,NA,-12.0763229797263,-10.7539452897457,NA,NA,-5.74224722590186,-2.83635059746515,NA,NA,0.404504426096685,0.41560851208978,NA,NA
"80",80,0.672479,4,39840,0.597652864569474,0.625562945995434,NA,NA,-12.0763229797263,-10.7539452897457,NA,NA,-5.74224722590186,-2.83635059746515,NA,NA,0.404504426096685,0.41560851208978,NA,NA
"81",81,0.729905,4,39840,0.597652864569474,0.625562945995434,NA,NA,-12.0763229797263,-10.7539452897457,NA,NA,-5.74224722590186,-2.83635059746515,NA,NA,0.404504426096685,0.41560851208978,NA,NA
"82",82,0.941788,4,39840,0.597652864569474,0.625562945995434,NA,NA,-12.0763229797263,-10.7539452897457,NA,NA,-5.74224722590186,-2.83635059746515,NA,NA,0.404504426096685,0.41560851208978,NA,NA
"83",83,0.28119,5,39840,0.626490650713769,0.569977390761732,NA,NA,-12.0763229797263,-10.7539452897457,NA,NA,-5.74224722590186,-2.83635059746515,NA,NA,0.404504426096685,0.41560851208978,NA,NA
"84",84,0.831689,5,39840,0.626490650713769,0.569977390761732,NA,NA,-12.0763229797263,-10.7539452897457,NA,NA,-5.74224722590186,-2.83635059746515,NA,NA,0.404504426096685,0.41560851208978,NA,NA
"85",85,0.1679,0.2039,39841,0.342773540227936,0.270327512547741,NA,NA,-25.9876330085069,-32.616104246142,NA,NA,-19.1333447416897,-24.0482439126205,NA,NA,0.642161149693298,0.71007211250198,NA,NA
"86",86,0.1974,0.2039,39841,0.342773540227936,0.270327512547741,NA,NA,-25.9876330085069,-32.616104246142,NA,NA,-19.1333447416897,-24.0482439126205,NA,NA,0.642161149693298,0.71007211250198,NA,NA
"87",87,0.2486,0.2039,39841,0.342773540227936,0.270327512547741,NA,NA,-25.9876330085069,-32.616104246142,NA,NA,-19.1333447416897,-24.0482439126205,NA,NA,0.642161149693298,0.71007211250198,NA,NA
"88",88,0.3056,0.2039,39841,0.342773540227936,0.270327512547741,NA,NA,-25.9876330085069,-32.616104246142,NA,NA,-19.1333447416897,-24.0482439126205,NA,NA,0.642161149693298,0.71007211250198,NA,NA
"89",89,0.4119,0.2039,39841,0.342773540227936,0.270327512547741,NA,NA,-25.9876330085069,-32.616104246142,NA,NA,-19.1333447416897,-24.0482439126205,NA,NA,0.642161149693298,0.71007211250198,NA,NA
"90",90,0.2606,0.4079,39841,0.424098299773871,0.40442253277577,NA,NA,-25.9876330085069,-32.616104246142,NA,NA,-19.1333447416897,-24.0482439126205,NA,NA,0.642161149693298,0.71007211250198,NA,NA
"91",91,0.3078,0.4079,39841,0.424098299773871,0.40442253277577,NA,NA,-25.9876330085069,-32.616104246142,NA,NA,-19.1333447416897,-24.0482439126205,NA,NA,0.642161149693298,0.71007211250198,NA,NA
"92",92,0.3767,0.4079,39841,0.424098299773871,0.40442253277577,NA,NA,-25.9876330085069,-32.616104246142,NA,NA,-19.1333447416897,-24.0482439126205,NA,NA,0.642161149693298,0.71007211250198,NA,NA
"93",93,0.416,0.4079,39841,0.424098299773871,0.40442253277577,NA,NA,-25.9876330085069,-32.616104246142,NA,NA,-19.1333447416897,-24.0482439126205,NA,NA,0.642161149693298,0.71007211250198,NA,NA
"94",94,0.5124,0.4116,39841,0.425520986907743,0.406665142895018,NA,NA,-25.9876330085069,-32.616104246142,NA,NA,-19.1333447416897,-24.0482439126205,NA,NA,0.642161149693298,0.71007211250198,NA,NA
"95",95,0.6305,0.4153,39841,0.426941809941361,0.408901174083822,NA,NA,-25.9876330085069,-32.616104246142,NA,NA,-19.1333447416897,-24.0482439126205,NA,NA,0.642161149693298,0.71007211250198,NA,NA
"96",96,0.7843,0.8157,39841,0.569682034095736,0.613968114741404,NA,NA,-25.9876330085069,-32.616104246142,NA,NA,-19.1333447416897,-24.0482439126205,NA,NA,0.642161149693298,0.71007211250198,NA,NA
"97",97,0.6543,0.8231,39841,0.572114636109776,0.617106782486996,NA,NA,-25.9876330085069,-32.616104246142,NA,NA,-19.1333447416897,-24.0482439126205,NA,NA,0.642161149693298,0.71007211250198,NA,NA
"98",98,0.5836,0.8306,39841,0.574572502898897,0.620265132663633,NA,NA,-25.9876330085069,-32.616104246142,NA,NA,-19.1333447416897,-24.0482439126205,NA,NA,0.642161149693298,0.71007211250198,NA,NA
"99",99,0.4577,0.838,39841,0.576990091348723,0.623359016017369,NA,NA,-25.9876330085069,-32.616104246142,NA,NA,-19.1333447416897,-24.0482439126205,NA,NA,0.642161149693298,0.71007211250198,NA,NA
"100",100,0.503,0.838,39841,0.576990091348723,0.623359016017369,NA,NA,-25.9876330085069,-32.616104246142,NA,NA,-19.1333447416897,-24.0482439126205,NA,NA,0.642161149693298,0.71007211250198,NA,NA
"101",101,0.6606,1.2421,39841,0.697688769356433,0.760675413038403,NA,NA,-25.9876330085069,-32.616104246142,NA,NA,-19.1333447416897,-24.0482439126205,NA,NA,0.642161149693298,0.71007211250198,NA,NA
"102",102,0.7827,1.2421,39841,0.697688769356433,0.760675413038403,NA,NA,-25.9876330085069,-32.616104246142,NA,NA,-19.1333447416897,-24.0482439126205,NA,NA,0.642161149693298,0.71007211250198,NA,NA
"103",103,0.6312,1.2458,39841,0.698691177454493,0.761664360752061,NA,NA,-25.9876330085069,-32.616104246142,NA,NA,-19.1333447416897,-24.0482439126205,NA,NA,0.642161149693298,0.71007211250198,NA,NA
"104",104,0.8162,1.2458,39841,0.698691177454493,0.761664360752061,NA,NA,-25.9876330085069,-32.616104246142,NA,NA,-19.1333447416897,-24.0482439126205,NA,NA,0.642161149693298,0.71007211250198,NA,NA
"105",105,0.8909,1.2458,39841,0.698691177454493,0.761664360752061,NA,NA,-25.9876330085069,-32.616104246142,NA,NA,-19.1333447416897,-24.0482439126205,NA,NA,0.642161149693298,0.71007211250198,NA,NA
"106",106,0.9224,1.2495,39841,0.699691721452299,0.762648775514507,NA,NA,-25.9876330085069,-32.616104246142,NA,NA,-19.1333447416897,-24.0482439126205,NA,NA,0.642161149693298,0.71007211250198,NA,NA
"107",107,0.8815,1.6611,39841,0.799357621023638,0.845996957178751,NA,NA,-25.9876330085069,-32.616104246142,NA,NA,-19.1333447416897,-24.0482439126205,NA,NA,0.642161149693298,0.71007211250198,NA,NA
"108",108,1.0644,1.6611,39841,0.799357621023638,0.845996957178751,NA,NA,-25.9876330085069,-32.616104246142,NA,NA,-19.1333447416897,-24.0482439126205,NA,NA,0.642161149693298,0.71007211250198,NA,NA
"109",109,0.9621,1.6648,39841,0.80014893236312,0.846530252157807,NA,NA,-25.9876330085069,-32.616104246142,NA,NA,-19.1333447416897,-24.0482439126205,NA,NA,0.642161149693298,0.71007211250198,NA,NA
"110",110,0.6375,1.6684,39841,0.800917067700196,0.84704576920555,NA,NA,-25.9876330085069,-32.616104246142,NA,NA,-19.1333447416897,-24.0482439126205,NA,NA,0.642161149693298,0.71007211250198,NA,NA
"111",111,0.6886,1.6684,39841,0.800917067700196,0.84704576920555,NA,NA,-25.9876330085069,-32.616104246142,NA,NA,-19.1333447416897,-24.0482439126205,NA,NA,0.642161149693298,0.71007211250198,NA,NA
"112",112,0.9129,1.6684,39841,0.800917067700196,0.84704576920555,NA,NA,-25.9876330085069,-32.616104246142,NA,NA,-19.1333447416897,-24.0482439126205,NA,NA,0.642161149693298,0.71007211250198,NA,NA
"113",113,0.6296,1.6722,39841,0.801725962741322,0.847586335285797,NA,NA,-25.9876330085069,-32.616104246142,NA,NA,-19.1333447416897,-24.0482439126205,NA,NA,0.642161149693298,0.71007211250198,NA,NA
"114",114,1.2383,2.4954,39841,0.930608497697109,0.894640660637611,NA,NA,-25.9876330085069,-32.616104246142,NA,NA,-19.1333447416897,-24.0482439126205,NA,NA,0.642161149693298,0.71007211250198,NA,NA
"115",115,0.7838,2.499,39841,0.930969477590962,0.894613992876631,NA,NA,-25.9876330085069,-32.616104246142,NA,NA,-19.1333447416897,-24.0482439126205,NA,NA,0.642161149693298,0.71007211250198,NA,NA
"116",116,0.8094,2.499,39841,0.930969477590962,0.894613992876631,NA,NA,-25.9876330085069,-32.616104246142,NA,NA,-19.1333447416897,-24.0482439126205,NA,NA,0.642161149693298,0.71007211250198,NA,NA
