,N_TraitValue,ResDensity,ID
63,0.588916,1.0,39840
64,0.32159099999999996,1.0,39840
65,0.359606,1.5,39840
66,0.152082,2.0,39840
67,0.197627,2.0,39840
68,0.571887,2.0,39840
69,0.629313,2.0,39840
70,0.253076,2.0,39840
71,0.5283329999999999,2.0,39840
72,0.33109,3.0,39840
73,0.382576,3.0,39840
74,0.42416000000000004,3.0,39840
75,1.11129,3.0,39840
76,0.46257,4.0,39840
77,0.426929,4.0,39840
78,0.5833699999999999,4.0,39840
79,0.672479,4.0,39840
80,0.729905,4.0,39840
81,0.941788,4.0,39840
82,0.28119,5.0,39840
83,0.8316889999999999,5.0,39840
84,0.1679,0.2039,39841
85,0.1974,0.2039,39841
86,0.2486,0.2039,39841
87,0.3056,0.2039,39841
88,0.4119,0.2039,39841
89,0.2606,0.4079,39841
90,0.3078,0.4079,39841
91,0.3767,0.4079,39841
92,0.41600000000000004,0.4079,39841
93,0.5124,0.4116,39841
94,0.6305,0.4153,39841
95,0.7843,0.8157,39841
96,0.6543,0.8231,39841
97,0.5836,0.8306,39841
98,0.4577,0.838,39841
99,0.503,0.838,39841
100,0.6606,1.2421,39841
101,0.7827,1.2421,39841
102,0.6312,1.2458,39841
103,0.8162,1.2458,39841
104,0.8909,1.2458,39841
105,0.9224,1.2495,39841
106,0.8815,1.6611,39841
107,1.0644,1.6611,39841
108,0.9621,1.6648,39841
109,0.6375,1.6684,39841
110,0.6886,1.6684,39841
111,0.9129,1.6684,39841
112,0.6296,1.6722,39841
113,1.2383,2.4954,39841
114,0.7838,2.499,39841
115,0.8094,2.499,39841
116,0.8514,3.3296,39841
117,0.8928,3.3296,39841
118,0.9242,3.3333,39841
119,1.0876,3.3369999999999997,39841
120,0.5011,3.3407,39841
121,0.742,4.1713,39841
122,0.8069,4.1713,39841
123,1.0844,4.175,39841
124,1.0123,5.0019,39841
125,0.1501,0.2453,39842
126,0.1836,0.2454,39842
127,0.3017,0.2502,39842
128,0.2486,0.4994,39842
129,0.4946,0.5002,39842
130,0.28600000000000003,0.504,39842
131,0.3293,0.5041,39842
132,0.3923,0.5043,39842
133,0.3649,0.9940000000000001,39842
134,0.4101,0.9942,39842
135,0.5951,0.9992,39842
136,0.7879999999999999,0.9997,39842
137,0.3195,1.0028,39842
138,0.4792,1.4886,39842
139,0.3335,1.4926,39842
140,0.4457,1.4929,39842
141,0.5323,1.5021,39842
142,0.8649,1.5030000000000001,39842
143,0.4754,1.9962,39842
144,0.5935,1.9966,39842
145,0.7174,2.0014,39842
146,0.8157,2.0017,39842
147,0.8808,2.0019,39842
148,1.1366,2.0071,39842
149,1.2609,3.0004,39842
150,0.7433,3.0033,39842
151,0.9146,3.0038,39842
152,1.0090000000000001,3.0041,39842
153,1.0782,4.0062,39842
154,1.2593,4.0067,39842
155,0.41700000000000004,4.0087,39842
156,1.2101,4.011,39842
157,0.3347,5.0103,39842
158,0.6755,6.0087,39842
159,0.2429,0.1254,39843
160,0.2626,0.2412,39843
161,0.2883,0.2413,39843
162,0.2311,0.2456,39843
163,0.3395,0.2459,39843
164,0.4814,0.4957,39843
165,0.3612,0.4998,39843
166,0.4539,0.5,39843
167,0.5149,0.5002,39843
168,0.4915,0.9989,39843
169,0.7516,0.9996,39843
170,0.7397,0.9996,39843
171,0.8363,0.9999,39843
172,1.1161,1.0007,39843
173,0.8542,1.4942,39843
174,0.8956,1.4943,39843
175,0.8069,1.4985,39843
176,0.935,1.4989,39843
177,0.6374,1.5024,39843
178,0.6455,2.0012,39843
179,0.8169,2.0017,39843
180,0.7696,2.006,39843
181,0.8445,2.0062,39843
182,1.0061,2.0067,39843
183,1.1975,3.0091,39843
184,0.924,4.0013,39843
185,1.1053,4.0018,39843
186,0.7841,4.0053,39843
187,0.17,0.2445,39844
188,0.2468,0.2445,39844
189,0.4163,0.2445,39844
190,0.3079,0.249,39844
191,0.2054,0.2534,39844
192,0.4163,0.4891,39844
193,0.5187,0.498,39844
194,0.633,0.498,39844
195,0.2704,0.5024,39844
196,0.3079,0.5024,39844
197,0.3847,0.5024,39844
198,0.6507,0.9915,39844
199,0.4537,1.0004,39844
200,0.4969,1.0004,39844
201,0.7768,1.0004,39844
202,0.5836,1.0048,39844
203,0.7749,1.4939,39844
204,0.9207,1.4939,39844
205,0.6291,1.4983,39844
206,0.8163,1.4983,39844
207,0.8852,1.4983,39844
208,0.6606,1.5028,39844
209,1.0665,1.9963,39844
210,0.9601,1.9963,39844
211,0.9127,1.9963,39844
212,0.8793,1.9963,39844
213,0.6901,1.9963,39844
214,0.6232,1.9963,39844
215,0.6488,2.0007,39844
216,1.236,2.9967,39844
217,0.7768,3.0011,39844
218,0.8123,3.0011,39844
219,0.5049,3.9969,39844
220,1.4369,4.0015,39844
221,1.0842,4.0015,39844
222,0.9245,4.0015,39844
223,0.9089,4.0015,39844
224,0.8498,4.0059,39844
225,0.8044,5.0019,39844
226,0.7433,5.0063,39844
227,1.0842,5.0063,39844
228,1.0054,6.0022,39844
229,0.1897,0.2521,39845
230,0.1562,0.2523,39845
231,0.2271,0.2563,39845
232,0.2764,0.5004,39845
233,0.2567,0.505,39845
234,0.5069,1.0011,39845
235,0.4478,1.0014,39845
236,0.434,1.0015,39845
237,0.3216,1.0022,39845
238,0.5305,1.4985,39845
239,0.5128,1.4986,39845
240,0.5916,1.5026,39845
241,0.6094,1.9956,39845
242,0.3828,2.0014,39845
243,1.0034,2.0022,39845
244,0.5897,2.9954,39845
245,0.7315,2.9989999999999997,39845
246,0.4498,3.0051,39845
247,0.6724,3.9989999999999997,39845
248,1.0054,4.9966,39845
249,1.1118,5.0004,39845
250,0.6507,5.0032,39845
251,1.0054,5.9963,39845
252,0.5325,5.999,39845
253,0.1648,0.2405,39846
254,0.0599,0.2443,39846
255,0.1292,0.2443,39846
256,0.1233,0.4923,39846
257,0.3231,0.4961,39846
258,0.1827,0.4961,39846
259,0.1095,0.4961,39846
260,0.7524,0.4998,39846
261,0.2343,0.9959,39846
262,0.2521,0.9959,39846
263,0.1453,0.9996,39846
264,0.2027,0.9996,39846
265,0.373,1.4919,39846
266,0.5018,1.9955,39846
267,0.3356,1.9955,39846
268,0.3158,1.9955,39846
269,0.3791,1.9992,39846
270,0.1239,1.9992,39846
271,0.5932,2.995,39846
272,0.8349,3.9947,39846
273,0.5026,3.9985,39846
274,0.3938,3.9985,39846
275,0.7142,4.0023,39846
276,0.1932,0.2477,39847
277,0.0753,0.2518,39847
278,0.0478,0.2519,39847
279,0.3132,0.4956,39847
280,0.1559,0.496,39847
281,0.2876,0.4995,39847
282,0.1029,0.4999,39847
283,0.1284,0.4999,39847
284,0.2306,0.5034,39847
285,0.4529,0.9992,39847
286,0.3252,0.9996,39847
287,0.2701,0.9997,39847
288,0.2505,1.0035,39847
289,0.1738,1.0037,39847
290,0.1482,1.0038,39847
291,0.3312,1.4997,39847
292,0.2802,1.4999,39847
293,0.3843,1.5034,39847
294,0.638,1.9954,39847
295,0.5692,1.9956,39847
296,0.4689,1.9958,39847
297,0.2332,1.9964,39847
298,0.7814,1.9988,39847
299,0.5436,1.9994,39847
300,0.5123,1.9995,39847
301,0.6703,3.9998,39847
302,0.5622,4.0001,39847
303,0.4836,4.0041,39847
304,0.3244,4.0045,39847
305,0.7532,5.0,39847
306,0.9222,5.0033,39847
307,0.1147,0.2405,39848
308,0.16,0.2405,39848
309,0.1009,0.2443,39848
310,0.2092,0.2443,39848
311,0.1621,0.4923,39848
312,0.2034,0.4923,39848
313,0.3136,0.4961,39848
314,0.2152,0.4961,39848
315,0.0932,0.4961,39848
316,0.2862,0.9921,39848
317,0.2233,0.9959,39848
318,0.4771,0.9959,39848
319,0.5342,0.9959,39848
320,0.3807,0.9996,39848
321,0.5245,1.4957,39848
322,0.2726,1.4994,39848
323,0.6349,1.9955,39848
324,0.8789,1.9955,39848
325,0.9222,1.9955,39848
326,0.3437,1.9992,39848
327,0.5621,1.9992,39848
328,0.7140000000000001,2.995,39848
329,0.313,3.9985,39848
330,0.6947,4.0023,39848
331,1.1139,4.0023,39848
332,0.0734,0.2443,39849
333,0.095,0.2443,39849
334,0.1344,0.248,39849
335,0.2407,0.248,39849
336,0.2919,0.4961,39849
337,0.2053,0.4961,39849
338,0.1522,0.4961,39849
339,0.1306,0.4961,39849
340,0.5361,0.9959,39849
341,0.4791,0.9959,39849
342,0.1996,0.9959,39849
343,0.2724,0.9996,39849
344,0.863,1.4919,39849
345,0.7528,1.4957,39849
346,0.4517,1.4957,39849
347,0.7727,1.9917,39849
348,0.7254,1.9955,39849
349,0.3535,1.9992,39849
350,0.4539,1.9992,39849
351,0.4252,3.991,39849
352,0.5924,3.9985,39849
353,0.3135,0.2471,39850
354,0.0891,0.2476,39850
355,0.1029,0.2476,39850
356,0.2447,0.4988,39850
357,0.168,0.499,39850
358,0.1424,0.499,39850
359,0.3374,0.9943,39850
360,0.2626,0.9982,39850
361,0.2213,0.9983,39850
362,0.4655,1.4971,39850
363,0.4163,1.501,39850
364,0.3435,1.5011,39850
365,0.4854,1.9928,39850
366,0.4224,1.9929,39850
367,0.6861,1.9998,39850
368,0.3614,2.0006,39850
369,0.8359,2.9983,39850
370,0.435,3.9944,39850
371,0.5354,3.9979,39850
372,2.93e-07,56.3075,39851
373,6.62e-06,155.9397,39851
374,1.1400000000000001e-05,256.4897,39851
375,8.54e-06,356.9788,39851
376,1.13e-05,457.9784,39851
377,2.91e-06,53.7633,39852
378,9.699999999999999e-06,155.2127,39852
379,1.4300000000000002e-05,254.3245,39852
380,1.64e-05,355.7737,39852
381,2.11e-05,454.418,39852
382,8.529999999999999e-07,53.9653,39853
383,1.36e-05,155.7953,39853
384,2.3199999999999998e-05,255.2792,39853
385,1.85e-05,354.76300000000003,39853
386,2.35e-05,454.2468,39853
387,2e-06,55.4934,39854
388,8.1e-06,154.7438,39854
389,1.0199999999999999e-05,254.4316,39854
390,2.0600000000000003e-05,355.5975,39854
391,2.1e-05,455.2715,39854
392,3.05e-06,55.1144,39855
393,4.35e-06,154.6007,39855
394,7.29e-06,255.4881,39855
395,6.33e-06,354.5072,39855
396,9.27e-06,455.3947,39855
397,3.92e-06,54.8072,39856
398,2.05e-05,154.2034,39856
399,1.6800000000000002e-05,254.9929,39856
400,1.65e-05,354.8537,39856
401,2.97e-05,455.6433,39856
402,4.52e-06,53.9653,39857
403,2.0300000000000002e-05,155.7953,39857
404,2.9999999999999997e-05,255.2792,39857
405,3.35e-05,354.76300000000003,39857
406,4.66e-05,454.2468,39857
407,5.29e-06,53.733000000000004,39858
408,1.59e-05,154.6116,39858
409,1.6100000000000002e-05,254.8509,39858
410,4.54e-05,355.5626,39858
411,4.34e-05,456.2345,39858
412,9.25e-07,55.2132,39859
413,2.05e-06,155.6131,39859
414,1.65e-06,254.9352,39859
415,2.775e-06,355.3351,39859
416,3.45e-06,455.9965,39859
417,5.28e-06,55.4306,39860
418,9.1e-06,154.0129,39860
419,1.47e-05,254.5068,39860
420,2.0600000000000003e-05,355.4732,39860
421,1.7100000000000002e-05,455.2286,39860
422,5.14e-06,54.9032,39861
423,1.27e-05,155.1083,39861
424,1.88e-05,255.3283,39861
425,1.3300000000000001e-05,355.9011,39861
426,1.4300000000000002e-05,454.2933,39861
427,1.97e-06,55.6261,39862
428,9.17e-06,154.796,39862
429,1.32e-05,254.5319,39862
430,1.29e-05,354.1647,39862
431,1.99e-05,453.5756,39862
432,0.00012963,10.0,39863
433,0.000185185,20.0,39863
434,0.000685185,40.0,39863
435,0.0013518520000000002,80.0,39863
436,0.0015,120.0,39863
437,0.00037037,10.0,39864
438,0.000796296,20.0,39864
439,0.001222222,40.0,39864
440,0.001481481,80.0,39864
441,0.0015,120.0,39864
442,0.000148148,10.0,39865
443,0.000185185,20.0,39865
444,0.000351852,40.0,39865
445,0.0005,80.0,39865
446,0.000722222,120.0,39865
447,0.00033333300000000006,10.0,39866
448,0.00033333300000000006,20.0,39866
449,0.000814815,40.0,39866
450,0.001148148,80.0,39866
451,0.001685185,120.0,39866
452,0.000111111,10.0,39867
453,0.000296296,20.0,39867
454,0.0005185190000000001,40.0,39867
455,0.000685185,80.0,39867
456,0.000777778,120.0,39867
457,0.00030092599999999997,10.0,39868
458,0.0006759260000000001,20.0,39868
459,0.0011527780000000001,40.0,39868
460,0.0013518520000000002,80.0,39868
461,0.001800926,120.0,39868
462,0.001513889,160.0,39868
463,0.000717593,10.0,39869
464,0.0013425929999999998,20.0,39869
465,0.00224537,40.0,39869
466,0.003842593,80.0,39869
467,0.0032407409999999997,120.0,39869
468,0.004375,160.0,39869
469,0.0006172840000000001,10.0,39870
470,0.0013518520000000002,20.0,39870
471,0.0017777779999999998,40.0,39870
472,0.003,80.0,39870
473,0.0040740740000000004,120.0,39870
474,0.004796295999999999,160.0,39870
475,0.000796296,10.0,39871
476,0.001314815,20.0,39871
477,0.00312963,40.0,39871
478,0.004407407,80.0,39871
479,0.00412963,120.0,39871
480,0.006240741,160.0,39871
481,0.000166667,10.0,39873
482,0.00033333300000000006,20.0,39873
483,0.000388889,40.0,39873
484,0.000574074,80.0,39873
485,0.000796296,120.0,39873
486,0.000703704,160.0,39873
487,0.00046296300000000005,10.0,39874
488,0.00062963,20.0,39874
489,0.001296296,40.0,39874
490,0.001555556,80.0,39874
491,0.002,120.0,39874
492,0.00187037,160.0,39874
493,0.0009259260000000001,10.0,39875
494,0.001796296,20.0,39875
495,0.002555556,40.0,39875
496,0.002185185,80.0,39875
497,0.0027407409999999997,120.0,39875
498,0.0034259259999999997,160.0,39875
499,0.000777778,10.0,39876
500,0.001833333,20.0,39876
501,0.002685185,40.0,39876
502,0.005333333000000001,80.0,39876
503,0.00462963,120.0,39876
504,0.005203704,160.0,39876
505,0.000796296,10.0,39877
506,0.001796296,20.0,39877
507,0.0030740740000000004,40.0,39877
508,0.0055,80.0,39877
509,0.005388889,120.0,39877
510,0.005851851999999999,160.0,39877
511,7.41e-05,10.0,39878
512,0.000240741,20.0,39878
513,0.000296296,40.0,39878
514,0.00046296300000000005,80.0,39878
515,0.000592593,120.0,39878
516,0.000583333,160.0,39878
517,0.000296296,10.0,39879
518,0.00062963,20.0,39879
519,0.00087037,40.0,39879
520,0.001037037,80.0,39879
521,0.001277778,120.0,39879
522,0.001259259,160.0,39879
523,0.000759259,10.0,39880
524,0.001037037,20.0,39880
525,0.002111111,40.0,39880
526,0.002166667,80.0,39880
527,0.0028888890000000004,120.0,39880
528,0.0028888890000000004,160.0,39880
529,0.0009259260000000001,10.0,39881
530,0.001796296,20.0,39881
531,0.002185185,40.0,39881
532,0.0030185190000000003,80.0,39881
533,0.0035370370000000003,120.0,39881
534,0.003907407,160.0,39881
535,0.0005,10.0,39882
536,0.001759259,20.0,39882
537,0.00237037,40.0,39882
538,0.0035740740000000004,80.0,39882
539,0.004277778,120.0,39882
540,0.004574074,160.0,39882
541,4.41e-06,2.0,39883
542,0.00011873299999999999,2.0,39883
543,0.00011873299999999999,2.0,39883
544,0.00011873299999999999,2.0,39883
545,0.00011873299999999999,2.0,39883
546,0.00011873299999999999,2.0,39883
547,0.00011873299999999999,2.0,39883
548,0.00011873299999999999,2.0,39883
549,0.00011873299999999999,2.0,39883
550,0.00011873299999999999,2.0,39883
551,0.000292489,6.0,39883
552,0.00034488300000000004,6.0,39883
553,0.00034488300000000004,6.0,39883
554,0.00034488300000000004,6.0,39883
555,0.00034488300000000004,6.0,39883
556,0.00034488300000000004,6.0,39883
557,0.00034488300000000004,6.0,39883
558,0.00034488300000000004,6.0,39883
559,0.00034488300000000004,6.0,39883
560,0.00034488300000000004,6.0,39883
561,0.000459094,10.0,39883
562,0.000518639,10.0,39883
563,0.0005746109999999999,10.0,39883
564,0.0005746109999999999,10.0,39883
565,0.0005746109999999999,10.0,39883
566,0.000517444,10.0,39883
567,0.000517444,10.0,39883
568,0.000517444,10.0,39883
569,0.000517444,10.0,39883
570,0.000518639,10.0,39883
571,0.000751939,14.0,39883
572,0.0006912000000000001,14.0,39883
573,0.000636417,14.0,39883
574,0.000637606,14.0,39883
575,0.000637606,14.0,39883
576,0.000637606,14.0,39883
577,0.000637606,14.0,39883
578,0.000637606,14.0,39883
579,0.000637606,14.0,39883
580,0.000637606,14.0,39883
581,0.000751817,18.0,39883
582,0.0006887000000000001,18.0,39883
583,0.000631533,18.0,39883
584,0.000631533,18.0,39883
585,0.000631533,18.0,39883
586,0.000631533,18.0,39883
587,0.000631533,18.0,39883
588,0.000631533,18.0,39883
589,0.000631533,18.0,39883
590,0.000631533,18.0,39883
591,3.5e-05,1.0,39884
592,6.01e-05,3.0,39884
593,8.329999999999999e-05,6.0,39884
594,8.99e-05,10.0,39884
595,8.32e-05,20.0,39884
596,3.8900000000000004e-05,1.0,39885
597,8.68e-05,2.0,39885
598,7.340000000000001e-05,3.0,39885
599,0.000129185,5.0,39885
600,7.950000000000001e-05,8.0,39885
601,0.00011014799999999999,12.0,39885
602,3.41e-05,1.0,39886
603,6.36e-05,3.0,39886
604,7.79e-05,5.0,39886
605,8.51e-05,8.0,39886
606,7.49e-05,12.0,39886
607,2.5e-05,2.0,39887
608,7.55e-05,8.0,39887
609,8.77e-05,14.0,39887
610,0.000136802,20.0,39887
611,0.00015231,26.0,39887
612,9.22e-05,5.0,39888
613,6.54e-05,10.0,39888
614,0.000260806,20.0,39888
615,0.000289296,40.0,39888
616,7.59e-05,5.0,39889
617,0.00011405600000000001,10.0,39889
618,0.000372676,20.0,39889
619,0.00070113,40.0,39889
620,0.000177035,3.0,39890
621,0.00015711799999999998,15.0,39890
622,0.000171602,27.0,39890
623,0.000435206,39.0,39890
624,0.000402898,51.0,39890
625,0.000625213,63.0,39890
626,0.00028942599999999996,3.0,39891
627,0.000640111,15.0,39891
628,0.0007717080000000001,27.0,39891
629,0.0008256569999999999,39.0,39891
630,0.0006479,51.0,39891
631,0.000933683,63.0,39891
632,0.000146056,22.5,39892
633,0.000197645,22.5,39892
634,0.000220345,22.5,39892
635,0.00024717099999999997,22.5,39892
636,0.0005939809999999999,73.0,39892
637,0.000676524,73.0,39892
638,0.000808593,73.0,39892
639,0.0009097080000000001,73.0,39892
640,0.001363824,123.0,39892
641,0.001553674,123.0,39892
642,0.001619706,123.0,39892
643,0.001809685,173.0,39892
644,0.002044933,173.0,39892
645,0.002088269,173.0,39892
646,0.002150176,173.0,39892
647,0.002227045,374.0,39892
648,0.0021218020000000003,374.0,39892
649,0.00210323,374.0,39892
650,0.002082596,374.0,39892
651,1.4000000000000001e-05,15.0,39893
652,4.66e-05,15.0,39893
653,6.56e-05,15.0,39893
654,0.00037270099999999997,45.0,39893
655,0.00045828199999999996,45.0,39893
656,0.000489525,45.0,39893
657,0.0006804269999999999,60.0,39893
658,0.000585358,60.0,39893
659,0.000510653,60.0,39893
660,0.000606491,75.0,39893
661,0.0006947580000000001,75.0,39893
662,0.0007219269999999999,75.0,39893
663,0.000756631,90.0,39893
664,0.000633051,90.0,39893
665,0.000585516,90.0,39893
666,0.000819288,120.0,39893
667,0.00073644,120.0,39893
668,0.00056937,120.0,39893
669,0.000176347,2.0,39894
670,0.000471972,5.0,39894
671,0.000805736,10.0,39894
672,0.0008683889999999999,20.0,39894
673,0.001002764,30.0,39894
674,0.001086014,40.0,39894
675,0.001196056,50.0,39894
676,0.000146806,1.0,39895
677,0.00028038900000000003,2.0,39895
678,0.000564111,4.0,39895
679,0.001083208,8.0,39895
680,0.001640167,12.0,39895
681,0.001680667,16.0,39895
682,0.001846333,18.0,39895
683,0.002461403,24.0,39895
684,0.00016497200000000002,1.0,39896
685,0.000209222,2.0,39896
686,0.000283958,4.0,39896
687,0.000297208,8.0,39896
688,0.00044679199999999995,12.0,39896
689,0.0008568060000000001,16.0,39896
690,0.000669597,18.0,39896
691,0.0011286669999999999,24.0,39896
692,0.000134694,1.0,39897
693,0.000145625,2.0,39897
694,0.000283958,4.0,39897
695,0.000325986,8.0,39897
696,0.0006466940000000001,12.0,39897
697,0.000563,16.0,39897
698,0.00042122199999999996,18.0,39897
699,0.000545583,24.0,39897
700,0.000139278,1.0,39898
701,0.000286625,2.0,39898
702,0.0005690000000000001,4.0,39898
703,0.001086292,8.0,39898
704,0.00154225,12.0,39898
705,0.001780486,16.0,39898
706,0.001927986,18.0,39898
707,0.002168125,24.0,39898
708,0.000136222,1.0,39899
709,0.000282028,2.0,39899
710,0.000469361,4.0,39899
711,0.000983569,8.0,39899
712,0.001453319,12.0,39899
713,0.001552056,16.0,39899
714,0.001632097,18.0,39899
715,0.001683681,24.0,39899
716,9.790000000000001e-05,1.0,39900
717,0.000237569,2.0,39900
718,0.000392708,4.0,39900
719,0.000729097,8.0,39900
720,0.0008861110000000001,12.0,39900
721,0.001049236,16.0,39900
722,0.0009514580000000001,18.0,39900
723,0.001084278,24.0,39900
724,0.000138889,1.0,39901
725,0.000150569,2.0,39901
726,0.000564306,4.0,39901
727,0.001118389,8.0,39901
728,0.001591972,12.0,39901
729,0.001817944,16.0,39901
730,0.001648347,18.0,39901
731,0.001407042,24.0,39901
732,2.42e-05,1.0,39902
733,2.14e-05,2.0,39902
734,0.000564306,4.0,39902
735,0.000288986,8.0,39902
736,0.00038884699999999994,12.0,39902
737,0.000481139,16.0,39902
738,0.0006230280000000001,18.0,39902
739,0.000445486,24.0,39902
740,2.27e-05,1.0,39903
741,2.14e-05,2.0,39903
742,0.000564306,4.0,39903
743,0.00010365299999999999,8.0,39903
744,0.000191375,12.0,39903
745,0.000154542,16.0,39903
746,0.000378472,18.0,39903
747,0.000144694,24.0,39903
748,0.00010326399999999999,1.0,39904
749,0.000152056,2.0,39904
750,0.000392861,4.0,39904
751,0.000900375,8.0,39904
752,0.001420083,12.0,39904
753,0.0015451529999999998,16.0,39904
754,0.001691486,18.0,39904
755,0.0019811810000000003,24.0,39904
756,0.00010326399999999999,1.0,39905
757,0.000152056,2.0,39905
758,0.000566556,4.0,39905
759,0.0006718189999999999,8.0,39905
760,0.0008928889999999999,12.0,39905
761,0.001176417,16.0,39905
762,0.0014629439999999999,18.0,39905
763,0.001700819,24.0,39905
764,0.00010326399999999999,1.0,39906
765,0.000104819,2.0,39906
766,0.000389819,4.0,39906
767,0.0005225,8.0,39906
768,0.000534819,12.0,39906
769,0.0006720830000000001,16.0,39906
770,0.000737667,18.0,39906
771,0.000739375,24.0,39906
772,0.002554131,4.438,39907
773,0.0034005740000000004,4.2780000000000005,39907
774,0.006024391,2.5675,39907
775,0.006002694,5.7953,39907
776,0.004859895,7.9557,39907
777,0.005662688000000001,17.3253,39907
778,0.006890999,9.0163,39907
779,0.007250915,7.0156,39907
780,0.009153878,16.6842,39907
781,0.008560909,19.3016,39907
782,0.008941501999999999,21.9116,39907
783,0.010867948999999998,14.8269,39907
784,0.012475321000000001,19.4258,39907
785,0.013068801000000001,11.5827,39907
786,0.013892268999999999,24.3335,39907
787,0.016240661,24.0084,39907
788,0.019453619,46.4242,39907
789,0.014840816000000001,51.3773,39907
790,0.015008521,62.7497,39907
791,0.023599807,53.1557,39907
792,0.026452847999999998,77.8797,39907
793,0.031212681000000003,83.2233,39907
794,3.26e-05,3.0,39908
795,5.41e-05,5.0,39908
796,0.000100875,10.0,39908
797,0.000146718,20.0,39908
798,0.00013922200000000002,30.0,39908
799,0.000141424,40.0,39908
800,0.000171801,60.0,39908
801,0.000175479,120.0,39908
802,3.69e-05,3.0,39909
803,5.629999999999999e-05,5.0,39909
804,9.620000000000001e-05,10.0,39909
805,0.000183773,20.0,39909
806,0.000243742,30.0,39909
807,0.00033653,40.0,39909
808,0.000341051,60.0,39909
809,0.00051287,120.0,39909
810,0.014876593,82363.7907,39910
811,0.01569515,114360.0,39910
812,0.016634142,116350.0,39910
813,0.050233044000000004,257520.0,39910
814,0.20458815100000002,62209.3727,39910
815,9.964099217000001,224170.0,39910
816,20.19551163,115140.0,39910
817,18.0489867,63162.6293,39910
818,57.63406067,140480.0,39910
819,107.1391272,223450.0,39910
820,182.34769359999999,415930.0,39910
821,197.5444486,385800.0,39910
822,223.98172319999998,326550.0,39910
823,380.80100710000005,296360.0,39910
824,204.7752704,530220.0,39910
825,294.7261594,856390.0,39910
826,555.6372,635170.0,39910
827,646.6038791,979600.0,39910
828,413.8008206,1211600.0,39910
829,975.4659331,775990.0,39910
830,1078.7022880000002,1274000.0,39910
831,627.6246424999999,4282800.0,39910
832,1187.1913470000002,2622100.0,39910
833,1227.822952,1979500.0,39910
834,1454.8520449999999,2033300.0,39910
835,1549.079945,2843500.0,39910
836,1639.699117,4370200.0,39910
837,1633.283601,4102600.0,39910
838,1730.1846329999998,4721700.0,39910
839,1504.438642,11466000.0,39910
840,10907.58113,2719000.0,39910
841,4291.579634000001,2722700.0,39910
842,4006.0891460000003,2635100.0,39910
843,20740.83054,17165000.0,39910
844,13639.6556,25605000.0,39910
845,8222.420117,29587000.0,39910
846,10567.29143,33551000.0,39910
847,20179.472830000002,42259000.0,39910
848,21156.50255,54402000.0,39910
849,10773.92453,49895000.0,39910
850,0.024998724,878800.0,39911
851,0.11227460199999999,700210.0,39911
852,0.335438062,2046300.0,39911
853,0.47942268600000004,1770900.0,39911
854,2.074818683,2909800.0,39911
855,2.568247752,3192900.0,39911
856,64.62046707,687250.0,39911
857,37.21308384,2010800.0,39911
858,137.9924572,951490.0,39911
859,119.03945459999998,2036200.0,39911
860,173.2303452,2110300.0,39911
861,180.73904840000003,2434100.0,39911
862,211.35335069999996,2330200.0,39911
863,681.8740934,3311600.0,39911
864,905.8159268999999,3073700.0,39911
865,1172.418045,5061800.0,39911
866,4707.673339,2513400.0,39911
867,1743.4000579999997,2341600.0,39911
868,2638.7728460000003,4950300.0,39911
